0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
1034|008|000|000 ####################
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
1034|008|000|000 ####################
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
0230|008|000|000 ####################
1000|008|000|000
0204|008|000|000
1030|008|000|000
0200|008|000|000
1003|008|000|000
0200|008|000|000
1030|008|000|000
0204|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0230|008|000|000 ####################
1000|008|000|000
0204|008|000|000
1030|008|000|000
0200|008|000|000
1003|008|000|000
0200|008|000|000
1030|008|000|000
0204|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
1034|008|000|000 ####################
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
1034|008|000|000 ####################
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
1034|008|000|000 ####################
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
1034|008|000|000 ####################
0200|008|000|000
0234|008|000|000
1000|008|000|000
1204|008|000|000
0030|008|000|000
1230|008|000|000
0004|008|000|000
0230|008|000|000 ####################
1000|008|000|000
0204|008|000|000
1030|008|000|000
0200|008|000|000
1003|008|000|000
0200|008|000|000
1030|008|000|000
0204|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0230|008|000|000 #######################
0000|008|000|000
0034|008|000|000
0230|008|000|000
0000|008|000|000
0034|008|000|000
0000|008|000|000
1200|008|000|000
0230|004|000|000
0000|004|000|000
0000|004|000|000
0000|004|000|000
1004|008|000|000 ###########################
0200|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0004|008|000|000
0000|008|000|000
0000|008|000|000
0000|008|000|000
0000|008|000|000
1004|008|000|000 ###########################
0200|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0004|008|000|000
0034|008|000|000
0230|008|000|000
0000|008|000|000
0000|008|000|000
1004|008|000|000 ###########################
0200|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0004|008|000|000
0000|008|000|000
0000|008|000|000
0000|008|000|000
0000|008|000|000
1004|008|000|000 ###########################
0200|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0004|008|000|000
0034|008|000|000
0230|008|000|000
0000|008|000|000
0000|008|000|000
0200|016|000|000 ###############
0030|016|000|000
1000|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0030|016|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000
0004|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000 ###############
0030|016|000|000
1000|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0030|016|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000
0004|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000 ###############
0030|016|000|000
1000|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0030|016|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000
0004|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000 ###############
0030|016|000|000
1000|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000
0030|016|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
1000|016|000|000
0200|016|000|000
0004|016|000|000
0030|016|000|000
1000|016|000|000
0030|016|000|000 ##################
0200|016|000|000
0030|016|000|000
0200|016|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0004|016|000|000
1000|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000 ##################
0200|016|000|000
0030|016|000|000
0200|016|000|000
0004|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0004|016|000|000
1000|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
1000|016|000|000 ##################
0200|016|000|000
0030|016|000|000
0004|016|000|000
1000|016|000|000 ##################
0200|016|000|000
0030|016|000|000
0004|016|000|000
0030|016|000|000 ##################
0200|016|000|000
1000|016|000|000
0004|016|000|000
1200|008|000|000 ##################
0034|004|000|000
1004|008|000|000 ##################
1004|008|000|000
1004|008|000|000
0030|016|000|000
0200|016|000|000
0030|016|000|000
0200|016|000|000
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|032|000|000
0004|032|000|000
0030|032|000|000
0200|032|000|000
1000|016|000|000
